TeamName,TeamID,Season,G,W,L,FGM,FGA,FG%,FGM3,FGA3,FG3%,FTM,FTA,FT%,OR,DR,Ast,TO,Stl,Blk,PF,OFGM,OFGA,OFGM3,OFGA3,OFTM,OFTA,OOR,ODR,OAst,OTO,OStl,OBlk,OPF
Coastal Car,1157,2018,29,11,18,695,1620,42.901234567901234,197,592,33.277027027027025,456,628,72.61146496815287,346,735,375,443,153,98,570,677,1624,257,737,476,653,292,667,392,361,208,64,561
Col Charleston,1158,2014,31,13,18,683,1659,41.16937914406269,204,592,34.45945945945946,378,571,66.19964973730298,375,795,310,398,144,129,578,669,1637,153,447,461,706,308,703,265,295,181,119,510
Col Charleston,1158,2015,33,9,24,686,1708,40.16393442622951,197,575,34.26086956521739,365,553,66.00361663652802,314,750,317,397,182,96,679,702,1657,191,533,536,786,356,824,356,377,180,120,582
Col Charleston,1158,2016,30,16,14,691,1663,41.55141310883945,194,572,33.91608391608391,363,545,66.60550458715596,328,723,342,383,213,70,607,638,1499,166,519,427,646,262,761,301,425,160,99,553
Col Charleston,1158,2017,33,24,9,757,1742,43.455797933409876,204,611,33.387888707037646,565,761,74.24441524310119,277,842,337,345,185,112,568,767,1826,215,694,385,582,340,821,368,412,123,108,651
Col Charleston,1158,2018,31,24,7,802,1741,46.065479609419874,235,646,36.37770897832817,492,641,76.75507020280811,259,758,343,306,166,114,516,764,1743,222,632,413,546,295,752,374,372,124,102,561
Colgate,1159,2014,30,12,18,756,1562,48.399487836107554,251,626,40.09584664536741,316,439,71.98177676537586,209,704,417,346,137,67,515,729,1623,184,545,390,564,282,677,346,309,173,68,455
Colgate,1159,2015,32,15,17,771,1596,48.30827067669173,243,615,39.51219512195122,304,437,69.56521739130434,216,732,422,370,158,85,548,741,1661,202,535,389,583,292,699,368,324,183,90,478
Colgate,1159,2016,29,12,17,714,1599,44.652908067542214,251,679,36.9661266568483,324,478,67.78242677824268,260,645,377,355,176,64,564,712,1538,214,570,439,644,285,720,374,374,161,103,518
Colgate,1159,2017,31,9,22,715,1636,43.7041564792176,253,700,36.142857142857146,371,547,67.82449725776965,253,751,396,461,159,79,585,758,1676,243,647,446,647,255,765,409,363,234,98,544
Colgate,1159,2018,31,18,13,770,1766,43.60135900339751,292,804,36.318407960199,391,510,76.66666666666667,275,719,394,341,190,101,508,784,1707,257,690,366,493,268,787,417,407,159,93,522
Colorado,1160,2014,34,23,11,799,1829,43.685073810825585,177,553,32.00723327305606,634,885,71.63841807909604,394,882,392,449,205,115,564,826,1926,247,692,411,589,310,755,447,419,218,115,698
Colorado,1160,2015,32,15,17,755,1733,43.56607039815349,169,497,34.00402414486921,514,718,71.58774373259052,364,818,367,424,184,128,583,756,1799,228,654,427,608,329,724,391,363,221,117,635
Colorado,1160,2016,32,21,11,805,1911,42.124542124542124,241,619,38.933764135702745,563,764,73.69109947643979,419,935,431,431,166,161,599,802,1919,195,553,463,682,305,778,337,353,240,143,657
Colorado,1160,2017,32,18,14,836,1871,44.68198824158204,235,663,35.444947209653094,506,723,69.98616874135546,381,820,444,390,161,139,592,804,1867,255,703,442,617,324,778,398,383,182,123,682
Colorado,1160,2018,32,17,15,810,1839,44.04567699836868,241,672,35.86309523809524,446,612,72.87581699346406,324,876,409,451,140,122,621,808,1909,265,743,456,649,312,779,370,339,235,128,595
Colorado St,1161,2014,30,14,16,701,1686,41.57769869513642,155,491,31.568228105906314,582,803,72.47820672478207,383,726,362,277,147,96,554,726,1620,218,571,435,606,278,721,381,329,146,105,644
Colorado St,1161,2015,32,26,6,779,1775,43.88732394366197,229,651,35.17665130568356,503,736,68.34239130434783,380,817,465,339,177,107,539,723,1712,216,601,373,574,279,733,370,382,172,83,647
Colorado St,1161,2016,32,16,16,816,1941,42.04018547140649,304,840,36.19047619047619,590,822,71.77615571776155,411,867,419,373,119,76,628,872,1931,267,754,490,677,290,834,447,325,197,102,731
Colorado St,1161,2017,32,21,11,774,1838,42.110990206746465,231,669,34.52914798206278,511,701,72.89586305278173,360,861,344,348,192,110,559,753,1872,230,746,412,604,348,801,362,367,176,103,623
Colorado St,1161,2018,31,10,21,778,1867,41.67113015532941,217,658,32.97872340425532,454,631,71.94928684627575,360,799,391,420,182,96,608,852,1857,291,813,469,666,312,815,488,389,197,79,603
Columbia,1162,2014,30,18,12,640,1450,44.13793103448276,228,605,37.68595041322314,505,657,76.86453576864535,244,735,350,366,151,83,570,653,1527,141,407,442,647,251,647,293,319,154,105,567
Columbia,1162,2015,27,12,15,600,1384,43.35260115606936,228,635,35.90551181102362,276,390,70.76923076923077,272,604,314,316,125,96,485,586,1364,136,411,366,521,248,573,282,262,148,94,408
Columbia,1162,2016,29,19,10,722,1603,45.04054897067998,270,711,37.9746835443038,445,613,72.59380097879283,270,696,407,307,182,92,553,700,1562,220,613,396,568,258,701,376,372,128,94,523
Columbia,1162,2017,26,10,16,666,1546,43.07891332470893,204,568,35.91549295774648,320,450,71.11111111111111,266,640,397,338,178,78,489,660,1504,243,673,359,522,297,679,411,371,157,95,472
Columbia,1162,2018,26,7,19,714,1607,44.43061605476042,256,689,37.15529753265602,291,393,74.04580152671755,258,647,362,331,169,89,491,709,1550,262,683,363,496,269,696,396,338,158,72,418
Connecticut,1163,2014,34,26,8,829,1849,44.83504597079502,242,625,38.72,543,714,76.05042016806723,343,860,428,397,237,211,621,746,1926,200,608,454,683,432,755,391,439,201,111,628
Connecticut,1163,2015,34,20,14,774,1767,43.803056027164686,220,620,35.483870967741936,414,587,70.52810902896081,325,827,402,392,158,178,561,711,1813,202,613,409,597,366,745,366,373,188,127,573
Connecticut,1163,2016,34,24,10,900,1959,45.94180704441041,239,660,36.21212121212121,457,581,78.65748709122204,322,920,471,378,194,171,612,737,1931,232,709,439,667,379,785,388,415,175,119,557
Connecticut,1163,2017,32,15,17,740,1747,42.35832856325129,215,608,35.36184210526316,432,603,71.64179104477611,327,843,412,393,141,170,560,725,1856,241,731,416,594,370,767,392,339,199,89,534
Connecticut,1163,2018,32,14,18,762,1832,41.5938864628821,215,659,32.62518968133536,442,593,74.53625632377741,336,763,334,403,190,119,592,804,1856,288,791,444,629,371,806,440,400,163,97,544
Coppin St,1164,2014,31,11,20,690,1778,38.80764904386952,230,710,32.394366197183096,525,715,73.42657342657343,355,678,356,364,177,67,524,834,1790,233,659,423,640,394,822,501,408,171,138,620
Coppin St,1164,2015,30,7,23,724,1839,39.36922240348015,280,793,35.30895334174023,388,561,69.16221033868092,303,643,376,406,199,99,616,878,1806,214,557,538,766,395,896,476,426,186,99,533
Coppin St,1164,2016,29,7,22,685,1807,37.90813503043719,226,676,33.43195266272189,472,673,70.13372956909362,372,704,326,378,158,86,626,828,1764,208,566,485,760,375,840,432,387,161,119,601
Coppin St,1164,2017,30,7,23,655,1729,37.88316946211683,207,654,31.65137614678899,440,691,63.67583212735166,341,693,304,404,170,69,616,818,1732,248,696,478,692,343,875,443,401,169,108,615
Coppin St,1164,2018,32,5,27,657,1824,36.01973684210526,265,869,30.49482163406214,366,497,73.64185110663983,273,808,338,462,172,82,651,810,1897,247,732,517,713,379,952,449,404,181,102,494
Cornell,1165,2014,27,1,26,622,1530,40.65359477124183,186,592,31.41891891891892,288,432,66.66666666666667,278,563,282,325,113,73,560,721,1448,204,497,494,681,274,713,405,275,164,97,441
Cornell,1165,2015,29,12,17,579,1485,38.98989898989899,167,551,30.308529945553538,436,583,74.78559176672384,228,706,285,355,171,137,559,595,1509,188,565,431,626,303,758,328,363,156,83,509
Cornell,1165,2016,27,9,18,675,1618,41.718170580964156,225,659,34.14264036418816,341,522,65.32567049808429,233,629,287,354,204,99,549,745,1656,216,593,440,593,356,806,450,393,147,104,490
Cornell,1165,2017,28,7,21,710,1584,44.823232323232325,228,684,33.333333333333336,326,467,69.80728051391863,207,720,392,401,143,73,513,779,1701,207,582,401,542,270,737,399,310,210,100,471
Cornell,1165,2018,27,11,16,714,1554,45.945945945945944,204,610,33.442622950819676,399,546,73.07692307692308,226,692,426,360,137,87,480,786,1712,251,639,358,493,300,699,394,306,179,98,508
Creighton,1166,2014,33,26,7,907,1818,49.88998899889989,342,812,42.118226600985224,469,624,75.16025641025641,279,855,585,328,135,46,582,789,1870,219,651,428,616,329,715,401,326,164,90,618
Creighton,1166,2015,33,14,19,746,1776,42.0045045045045,262,759,34.51910408432148,467,644,72.51552795031056,348,790,449,391,147,77,591,779,1781,242,636,407,595,309,764,428,361,196,112,613
Creighton,1166,2016,32,18,14,892,1904,46.84873949579832,262,745,35.16778523489933,500,712,70.2247191011236,298,872,491,368,195,100,609,838,1910,222,631,439,636,310,821,426,405,196,97,642
Creighton,1166,2017,33,24,9,1012,1992,50.803212851405625,287,716,40.08379888268156,380,556,68.34532374100719,262,869,569,412,203,97,549,880,2009,247,740,389,574,368,822,422,468,219,96,580
Creighton,1166,2018,31,20,11,947,1909,49.60712414876899,321,853,37.63188745603752,388,518,74.9034749034749,223,890,553,352,170,76,475,867,1980,246,741,349,479,292,798,440,360,191,91,513
CS Bakersfield,1167,2014,31,12,19,729,1686,43.238434163701065,211,546,38.64468864468864,449,653,68.75957120980092,366,701,364,432,200,109,688,691,1588,173,551,581,834,322,702,371,391,210,113,603
CS Bakersfield,1167,2015,30,11,19,629,1542,40.79118028534371,160,500,32.0,421,581,72.46127366609295,331,694,368,373,163,57,624,590,1422,195,533,482,693,255,657,325,352,157,115,547
CS Bakersfield,1167,2016,29,21,8,751,1682,44.64922711058264,157,454,34.581497797356825,422,648,65.12345679012346,356,746,434,360,224,147,623,612,1558,168,516,443,654,315,689,291,433,157,97,581
CS Bakersfield,1167,2017,28,19,9,692,1618,42.76885043263288,164,510,32.15686274509804,379,600,63.166666666666664,341,731,388,413,231,114,627,555,1486,191,594,475,692,312,700,308,465,167,94,548
CS Bakersfield,1167,2018,27,9,18,609,1484,41.0377358490566,163,546,29.853479853479854,353,516,68.4108527131783,293,651,335,375,152,73,562,614,1429,215,606,449,638,261,662,350,349,167,78,524
CS Fullerton,1168,2014,31,11,20,734,1726,42.5260718424102,191,577,33.10225303292894,433,658,65.80547112462006,325,721,343,370,145,58,604,758,1656,163,480,536,760,296,790,402,353,152,111,584
CS Fullerton,1168,2015,29,7,22,644,1579,40.78530715642812,156,491,31.771894093686356,398,579,68.73920552677029,295,705,285,371,145,61,543,708,1570,195,504,449,644,262,741,390,320,174,111,533
CS Fullerton,1168,2016,28,8,20,641,1578,40.62103929024081,181,543,33.333333333333336,478,690,69.27536231884058,310,708,275,374,137,39,587,710,1624,226,617,473,645,289,734,413,322,152,111,572
CS Fullerton,1168,2017,29,15,14,727,1652,44.00726392251816,174,558,31.182795698924732,471,673,69.98514115898959,309,730,331,441,204,101,620,716,1629,193,557,491,684,277,713,351,415,179,100,586
CS Fullerton,1168,2018,29,18,11,720,1527,47.151277013752456,149,434,34.33179723502304,518,703,73.6842105263158,241,742,359,420,186,97,529,714,1690,203,560,447,588,302,668,369,376,165,107,586
CS Northridge,1169,2014,33,15,18,828,1839,45.02446982055465,141,387,36.434108527131784,709,897,79.041248606466,361,806,435,425,222,85,679,874,1916,250,723,561,802,366,731,481,404,195,117,676
CS Northridge,1169,2015,31,7,24,687,1630,42.147239263803684,102,309,33.00970873786408,513,670,76.56716417910448,292,741,416,401,167,110,566,762,1734,245,669,437,622,325,735,427,341,213,90,573
CS Northridge,1169,2016,28,8,20,692,1614,42.874845105328376,121,401,30.174563591022444,487,679,71.72312223858616,285,716,389,396,187,90,579,763,1688,219,551,415,607,326,747,440,386,182,109,589
CS Northridge,1169,2017,28,10,18,741,1621,45.71252313386798,128,380,33.68421052631579,540,729,74.07407407407408,269,683,365,370,196,77,596,783,1690,188,490,514,705,320,703,373,369,167,104,595
CS Northridge,1169,2018,28,4,24,667,1569,42.51115360101976,164,473,34.6723044397463,316,444,71.17117117117117,224,633,327,345,136,70,499,761,1621,183,504,388,532,308,742,409,310,164,108,453
CS Sacramento,1170,2014,28,12,16,677,1498,45.1935914552737,171,462,37.01298701298701,387,526,73.57414448669202,264,604,360,317,146,36,585,669,1420,160,459,484,688,272,617,378,326,151,79,517
CS Sacramento,1170,2015,29,18,11,723,1511,47.849106551952346,181,443,40.85778781038375,398,539,73.8404452690167,239,598,405,309,205,67,494,727,1535,200,568,347,490,298,636,429,366,153,103,505
CS Sacramento,1170,2016,29,12,17,727,1668,43.58513189448441,192,580,33.10344827586207,390,582,67.01030927835052,278,735,391,337,163,112,599,748,1696,205,630,431,642,335,779,418,355,176,93,543
CS Sacramento,1170,2017,29,11,18,744,1644,45.25547445255474,148,477,31.0272536687631,405,613,66.06851549755302,280,723,367,334,137,126,541,784,1710,220,571,401,566,300,741,419,315,161,86,562
CS Sacramento,1170,2018,30,5,25,737,1695,43.48082595870206,188,544,34.55882352941177,324,472,68.64406779661017,251,702,381,360,158,101,544,779,1700,235,632,438,568,295,798,392,356,168,94,510
Dartmouth,1171,2014,26,10,16,605,1394,43.40028694404591,161,423,38.061465721040186,343,506,67.78656126482214,278,562,310,312,146,73,523,564,1244,162,433,466,621,210,602,287,326,145,102,494
Dartmouth,1171,2015,28,14,14,630,1446,43.56846473029046,164,467,35.11777301927195,339,525,64.57142857142857,288,628,344,359,213,98,538,581,1361,184,524,396,581,251,638,324,379,166,82,509
Dartmouth,1171,2016,27,9,18,650,1527,42.56712508185986,151,440,34.31818181818182,420,584,71.91780821917808,317,628,339,388,182,45,551,660,1448,205,584,408,609,266,652,354,393,181,130,557
Dartmouth,1171,2017,27,7,20,631,1461,43.1895961670089,199,563,35.34635879218472,351,495,70.9090909090909,249,667,309,401,126,49,494,740,1578,197,563,343,484,250,651,335,294,185,127,511
Dartmouth,1171,2018,26,6,20,623,1399,44.53180843459614,191,530,36.0377358490566,326,459,71.0239651416122,203,604,340,354,144,83,413,708,1494,212,603,299,383,226,644,371,321,162,75,443
Davidson,1172,2014,31,19,12,831,1747,47.567258156840296,258,678,38.05309734513274,489,684,71.49122807017544,299,712,417,354,161,54,621,783,1674,158,437,532,751,286,733,338,376,176,107,633
Davidson,1172,2015,30,23,7,844,1796,46.99331848552338,322,820,39.26829268292683,365,520,70.1923076923077,311,760,514,289,163,86,561,758,1717,169,568,387,608,327,731,382,351,154,119,541
Davidson,1172,2016,31,19,12,841,1899,44.28646656134808,294,833,35.294117647058826,475,623,76.24398073836277,292,792,462,312,142,98,538,889,1932,234,677,410,587,351,865,429,350,172,102,616
Davidson,1172,2017,32,17,15,814,1861,43.739924771628154,292,856,34.11214953271028,442,587,75.29812606473594,285,864,500,390,163,106,583,810,1874,241,632,431,625,318,849,417,382,215,109,581
Davidson,1172,2018,32,21,11,875,1813,48.262548262548265,342,874,39.130434782608695,354,444,79.72972972972973,221,829,539,306,153,63,481,776,1775,266,755,344,508,253,753,406,342,152,80,507
Dayton,1173,2014,33,23,10,847,1817,46.61529994496423,217,574,37.80487804878049,511,750,68.13333333333334,384,781,431,396,192,86,662,758,1726,190,554,526,745,312,715,395,417,155,145,638
Dayton,1173,2015,33,25,8,750,1620,46.2962962962963,213,605,35.20661157024794,538,789,68.18757921419518,245,796,456,379,230,84,525,731,1738,181,571,367,541,309,768,400,449,172,119,663
Dayton,1173,2016,32,25,7,818,1780,45.95505617977528,215,620,34.67741935483871,491,730,67.26027397260275,317,920,470,418,189,142,610,740,1829,234,671,392,595,284,781,407,398,154,94,635
Dayton,1173,2017,30,23,7,769,1645,46.74772036474164,244,631,38.66877971473851,497,719,69.12378303198888,257,777,472,357,222,114,564,690,1669,213,658,410,577,287,741,382,434,133,107,598
Dayton,1173,2018,31,14,17,804,1671,48.114901256732495,248,736,33.69565217391305,388,531,73.06967984934087,240,728,488,426,162,78,511,824,1755,262,684,367,513,277,703,457,388,186,74,540
Delaware,1174,2014,34,25,9,916,2053,44.61763273258646,244,707,34.512022630834515,628,886,70.8803611738149,378,862,370,326,204,122,641,906,2059,209,651,534,778,419,904,398,404,167,130,709
Delaware,1174,2015,30,10,20,675,1646,41.00850546780073,199,576,34.548611111111114,430,627,68.5805422647528,314,747,376,367,128,108,522,755,1754,243,657,408,582,344,775,427,311,197,112,566
Delaware,1174,2016,30,7,23,669,1664,40.20432692307692,168,517,32.495164410058024,480,701,68.47360912981455,330,802,319,360,108,87,537,784,1801,296,851,406,574,311,788,489,275,189,121,607
Delaware,1174,2017,31,11,20,722,1737,41.565918249856075,182,606,30.033003300330034,383,559,68.51520572450805,303,769,354,369,166,96,593,776,1708,266,719,456,684,292,811,466,313,178,119,526
Delaware,1174,2018,31,12,19,789,1751,45.05996573386636,182,553,32.91139240506329,397,602,65.9468438538206,282,780,348,328,146,69,518,818,1791,259,700,385,530,277,801,427,309,161,98,566
Delaware St,1175,2014,28,7,21,578,1397,41.37437365783823,137,434,31.566820276497698,375,540,69.44444444444444,263,581,322,335,140,100,505,634,1443,160,522,423,593,322,645,372,312,164,111,493
Delaware St,1175,2015,33,16,17,796,1927,41.30773222625843,256,731,35.02051983584131,434,608,71.38157894736842,391,860,387,446,157,127,575,832,1962,244,723,490,710,398,827,461,369,229,123,583
Delaware St,1175,2016,30,5,25,647,1678,38.55780691299166,209,645,32.4031007751938,298,489,60.940695296523515,308,649,329,427,157,83,598,754,1692,239,717,475,699,411,824,462,401,179,96,527
Delaware St,1175,2017,30,8,22,705,1723,40.917005223447475,237,676,35.05917159763314,344,519,66.28131021194605,316,648,386,404,161,80,582,766,1708,256,738,486,668,384,792,458,418,187,100,510
Delaware St,1175,2018,30,2,28,692,1656,41.78743961352657,182,549,33.1511839708561,329,472,69.70338983050847,303,676,318,462,166,76,528,810,1719,301,773,432,614,347,730,460,370,231,104,455
Denver,1176,2014,30,15,15,680,1476,46.070460704607044,243,633,38.388625592417064,363,512,70.8984375,218,561,444,300,211,97,605,663,1385,132,390,470,682,281,662,326,378,154,86,488
Denver,1176,2015,30,12,18,657,1369,47.991234477720965,224,589,38.030560271646856,327,427,76.5807962529274,148,569,457,338,179,55,611,629,1328,147,396,485,680,239,620,305,361,156,66,478
Denver,1176,2016,31,16,15,689,1449,47.550034506556244,235,613,38.33605220228385,408,530,76.98113207547169,168,613,443,404,198,71,595,672,1479,193,520,487,642,276,669,366,441,177,87,549
Denver,1176,2017,30,16,14,812,1685,48.189910979228486,223,555,40.18018018018018,428,583,73.41337907375643,273,785,452,404,150,64,603,756,1700,236,659,491,664,257,676,349,323,206,101,587
Denver,1176,2018,28,13,15,721,1562,46.15877080665813,195,494,39.473684210526315,358,513,69.78557504873294,283,726,399,423,114,60,531,703,1597,232,692,432,591,241,639,308,305,183,80,528
DePaul,1177,2014,33,12,21,782,1848,42.316017316017316,195,580,33.62068965517241,531,776,68.4278350515464,406,713,359,444,221,139,713,848,1768,210,561,581,825,335,795,440,430,219,155,662
DePaul,1177,2015,32,12,20,757,1739,43.530764807360555,248,705,35.177304964539005,458,635,72.1259842519685,292,677,395,428,212,122,679,789,1715,166,532,610,835,371,773,381,406,233,101,564
DePaul,1177,2016,31,9,22,752,1691,44.47072738024838,168,490,34.285714285714285,420,618,67.96116504854369,317,742,366,458,150,95,686,756,1711,246,675,567,766,317,715,466,379,206,98,607
DePaul,1177,2017,32,9,23,775,1804,42.96008869179601,184,564,32.6241134751773,472,642,73.5202492211838,339,717,365,451,213,92,634,812,1743,253,701,511,700,308,793,492,443,204,106,619
DePaul,1177,2018,31,11,20,819,1914,42.789968652037615,194,626,30.990415335463258,398,562,70.8185053380783,383,777,465,430,200,94,553,787,1788,286,770,429,578,303,780,463,447,219,93,558
Detroit,1178,2014,30,11,19,711,1735,40.97982708933718,168,546,30.76923076923077,486,668,72.75449101796407,362,711,330,383,215,127,654,701,1601,202,559,562,805,312,748,428,405,170,119,586
Detroit,1178,2015,31,13,18,770,1767,43.576683644595356,213,563,37.83303730017762,395,572,69.05594405594405,318,710,411,412,232,101,654,729,1612,219,650,545,778,301,764,427,453,190,107,563
Detroit,1178,2016,29,14,15,829,1807,45.87714443829552,218,597,36.515912897822446,509,731,69.63064295485636,354,720,368,390,195,119,665,814,1726,225,632,579,804,300,735,426,376,181,121,638
Detroit,1178,2017,30,7,23,796,1797,44.2960489705064,239,646,36.9969040247678,457,685,66.71532846715328,301,691,381,442,197,75,725,866,1734,243,646,586,839,316,816,452,439,199,120,608
Detroit,1178,2018,30,6,24,792,1870,42.35294117647059,252,756,33.333333333333336,444,582,76.28865979381443,307,719,380,409,181,75,606,907,1854,289,712,489,695,329,828,496,387,194,128,545
Drake,1179,2014,30,14,16,681,1531,44.48073154800784,232,584,39.726027397260275,418,585,71.45299145299145,253,715,370,365,158,64,555,718,1598,201,583,429,617,266,692,350,327,197,118,566
Drake,1179,2015,30,8,22,607,1349,44.996293550778354,193,475,40.63157894736842,353,459,76.90631808278867,186,592,351,396,133,59,468,735,1533,212,551,326,467,279,613,379,300,198,91,480
Drake,1179,2016,30,6,24,699,1586,44.073139974779316,209,547,38.20840950639854,389,533,72.98311444652909,246,748,359,409,109,60,541,797,1740,211,559,373,531,288,716,368,291,184,128,563
Drake,1179,2017,29,6,23,712,1749,40.708976558033164,255,739,34.50608930987821,384,508,75.59055118110236,292,704,375,364,178,72,529,819,1766,239,649,378,542,326,800,403,363,199,121,492
Drake,1179,2018,31,15,16,779,1792,43.470982142857146,262,724,36.187845303867405,433,564,76.77304964539007,252,784,462,372,178,77,483,858,1882,237,703,334,467,302,826,471,369,180,111,531
Drexel,1180,2014,30,16,14,718,1707,42.06209724663152,154,491,31.364562118126273,474,669,70.85201793721973,315,756,353,255,137,117,638,682,1606,151,490,505,749,321,776,313,338,118,104,586
Drexel,1180,2015,29,11,18,595,1516,39.24802110817942,173,525,32.95238095238095,372,501,74.25149700598803,272,643,311,305,148,102,507,675,1509,162,461,364,539,291,718,352,334,158,102,479
Drexel,1180,2016,30,6,24,653,1659,39.36106088004822,164,502,32.669322709163346,423,612,69.11764705882354,307,666,366,332,138,99,650,718,1537,178,488,498,729,269,800,372,358,156,109,579
Drexel,1180,2017,31,8,23,833,1915,43.49869451697128,244,700,34.857142857142854,403,604,66.72185430463576,360,763,446,416,183,94,636,858,1841,240,667,508,734,335,824,439,393,201,113,592
Drexel,1180,2018,32,12,20,850,1935,43.92764857881137,217,675,32.148148148148145,442,615,71.869918699187,360,802,363,393,169,133,561,921,1990,237,652,431,609,356,811,463,355,211,107,582
Duke,1181,2014,34,26,8,907,1958,46.322778345250256,301,764,39.397905759162306,559,770,72.59740259740259,408,764,494,322,238,104,659,823,1815,133,436,502,730,354,756,364,417,171,117,640
Duke,1181,2015,33,29,4,944,1880,50.212765957446805,250,648,38.58024691358025,522,755,69.13907284768212,401,831,512,371,237,124,528,829,1931,171,534,335,483,357,670,395,415,188,104,637
Duke,1181,2016,33,23,10,905,1972,45.892494929006084,306,791,38.685208596713025,572,792,72.22222222222223,404,795,445,326,211,138,549,911,2046,201,593,355,519,419,785,478,402,150,113,696
Duke,1181,2017,35,27,8,968,2030,47.68472906403941,288,766,37.59791122715405,599,790,75.82278481012658,366,905,458,395,207,157,632,908,2097,175,594,453,647,376,795,422,419,166,86,697
Duke,1181,2018,33,26,7,1008,2044,49.31506849315068,274,725,37.793103448275865,505,713,70.82748948106592,447,935,578,416,248,177,516,851,2121,250,779,345,467,385,695,474,397,192,89,604
Duquesne,1182,2014,30,13,17,751,1699,44.20247204237787,218,600,36.333333333333336,480,717,66.94560669456067,323,737,457,331,175,83,540,780,1712,264,671,387,576,299,759,508,361,151,120,563
Duquesne,1182,2015,30,11,19,768,1724,44.54756380510441,231,638,36.206896551724135,355,561,63.27985739750446,336,740,442,370,151,102,543,784,1783,275,715,409,603,369,725,507,323,165,93,520
Duquesne,1182,2016,31,15,16,856,1880,45.53191489361702,295,810,36.41975308641975,409,597,68.50921273031825,315,893,479,433,149,120,632,805,1931,293,731,509,732,347,824,526,363,190,96,567
Duquesne,1182,2017,32,10,22,785,1835,42.77929155313352,226,677,33.382570162481535,460,680,67.6470588235294,343,824,401,454,157,127,597,843,1926,237,661,453,641,357,838,510,399,189,152,614
Duquesne,1182,2018,32,16,16,801,1874,42.742796157950906,261,745,35.033557046979865,454,663,68.47662141779789,387,762,382,383,186,140,600,803,1771,192,573,447,645,309,785,451,401,171,95,561
E Illinois,1183,2014,28,9,19,645,1484,43.463611859838274,140,438,31.963470319634702,444,620,71.61290322580645,285,625,333,380,154,125,546,699,1489,194,492,487,687,277,648,371,330,210,104,533
E Illinois,1183,2015,29,15,14,635,1458,43.55281207133059,200,550,36.36363636363637,322,500,64.4,218,640,366,346,160,118,481,664,1578,194,561,357,502,341,697,333,350,188,85,501
E Illinois,1183,2016,28,11,17,695,1606,43.27521793275218,212,615,34.47154471544715,364,554,65.70397111913357,276,643,373,350,165,59,564,725,1601,195,582,456,649,341,754,393,380,178,72,560
E Illinois,1183,2017,27,12,15,701,1715,40.87463556851312,238,650,36.61538461538461,345,460,75.0,315,671,397,343,174,104,532,685,1568,188,524,435,616,321,752,358,410,157,86,487
E Illinois,1183,2018,29,10,19,665,1612,41.2531017369727,207,586,35.32423208191126,358,519,68.97880539499036,310,676,345,395,163,122,482,711,1592,235,611,381,531,289,728,398,373,183,96,488
E Kentucky,1184,2014,31,22,9,792,1633,48.4996938150643,277,717,38.633193863319384,538,714,75.35014005602241,213,584,435,334,248,54,652,725,1482,195,537,585,819,293,712,415,506,174,103,609
E Kentucky,1184,2015,28,17,11,653,1445,45.19031141868512,231,679,34.02061855670103,390,500,78.0,185,549,387,335,255,82,487,622,1386,221,572,340,503,290,645,414,498,182,85,493
E Kentucky,1184,2016,30,14,16,823,1691,48.66942637492608,249,631,39.461172741679874,501,682,73.46041055718474,263,697,464,445,204,93,649,813,1757,241,641,519,744,362,712,495,446,202,82,647
E Kentucky,1184,2017,29,10,19,692,1622,42.66337854500617,219,678,32.30088495575221,432,607,71.16968698517299,254,672,385,411,166,105,572,752,1670,212,585,499,677,330,754,417,396,221,96,564
E Kentucky,1184,2018,29,9,20,711,1636,43.45965770171149,209,595,35.12605042016807,403,546,73.80952380952381,270,652,366,385,185,100,510,802,1665,238,598,392,583,306,726,446,385,209,99,515
E Michigan,1185,2014,32,18,14,686,1735,39.538904899135446,158,534,29.588014981273407,515,757,68.03170409511229,372,766,329,383,260,190,602,650,1749,212,677,486,710,456,805,405,472,198,141,651
E Michigan,1185,2015,30,17,13,677,1651,41.005451241671715,198,628,31.528662420382165,495,696,71.12068965517241,324,734,311,360,245,125,592,645,1626,210,633,478,693,366,751,411,432,171,99,595
E Michigan,1185,2016,29,14,15,745,1702,43.772032902467686,171,542,31.54981549815498,540,740,72.97297297297297,328,677,317,365,258,102,618,739,1707,247,673,516,732,395,722,435,438,165,99,625
E Michigan,1185,2017,29,12,17,770,1767,43.576683644595356,183,544,33.63970588235294,450,624,72.11538461538461,364,657,374,351,258,118,644,696,1590,212,625,579,807,353,719,449,441,190,78,554
E Michigan,1185,2018,29,17,12,750,1633,45.92774035517453,182,544,33.455882352941174,346,498,69.47791164658635,294,704,352,366,234,173,487,670,1636,231,654,388,533,345,673,424,397,192,93,495
E Washington,1186,2014,29,13,16,746,1663,44.858689116055324,235,631,37.24247226624406,466,672,69.3452380952381,306,743,375,356,128,122,579,768,1708,186,531,505,715,321,716,407,300,202,123,577
E Washington,1186,2015,31,23,8,846,1807,46.81793027116768,309,780,39.61538461538461,459,643,71.3841368584759,312,738,393,341,195,143,563,807,1782,239,623,449,627,325,750,467,380,179,120,597
E Washington,1186,2016,30,15,15,827,1719,48.10936591041303,303,796,38.06532663316583,433,632,68.5126582278481,270,699,374,346,162,111,588,848,1723,172,457,464,664,286,738,433,341,172,95,582
