TeamName,TeamID,Season,G,W,L,Eff,FGM,FG%,eFG%,FGA,FGM3,FG3%,FGA3,FTM,FT%,FTA,OR,ORB%,DR,DRB%,Ast,TO,TOV%,Stl,Blk,PF,OFGM,OFGA,OFG%,OeFG%,OFGM3,OFGA3,OFG3%,OFTM,OFTA,OFT%,OOR,OORB%,ODR,ODRB%,OAst,OTO,OTOV%,OStl,OBlk,OPF
Edwardsville,1188,2014,29,9,20,28.75862068965517,735,45.96622889305816,52.34521575984991,1599,204,37.09090909090909,550,411,67.82178217821782,606,284,29.218106995884774,613,66.8484187568157,388,402,17.72768164258877,189,86,593,806,1606,50.186799501867995,55.541718555417184,172,508,33.85826771653543,454,655,69.31297709923665,304,33.151581243184296,688,70.78189300411523,423,390,17.073811400052534,192,91,550
Edwardsville,1188,2015,26,10,16,26.423076923076923,590,42.38505747126437,48.63505747126437,1392,174,36.94267515923567,471,347,66.47509578544062,522,258,28.762541806020064,608,68.08510638297872,300,353,17.87631413697409,156,105,478,618,1429,43.24702589223233,49.19524142757173,170,472,36.016949152542374,366,528,69.31818181818181,285,31.914893617021278,639,71.23745819397993,362,345,17.195661708999562,159,94,499
Edwardsville,1188,2016,28,6,22,24.214285714285715,634,39.849151477058456,44.81458202388435,1591,158,30.443159922928707,519,413,70.35775127768314,587,339,32.37822349570201,660,70.7395498392283,303,377,16.934078372891104,138,112,619,708,1536,46.09375,51.790364583333336,175,471,37.15498938428875,477,675,70.66666666666667,273,29.260450160771708,708,67.621776504298,380,336,15.491009681881051,160,98,552
Edwardsville,1188,2017,28,5,23,19.928571428571427,646,40.80859128237524,45.009475679090336,1583,133,29.166666666666668,456,490,67.7731673582296,723,331,31.553860819828405,659,71.47505422993493,289,406,17.597697562328793,135,74,622,743,1567,47.415443522654755,52.680280791320996,165,498,33.13253012048193,515,704,73.1534090909091,263,28.524945770065074,718,68.4461391801716,419,366,16.319178155486988,179,103,613
Edwardsville,1188,2018,30,9,21,25.1,734,41.72825469016487,47.75440591245025,1759,212,32.415902140672785,654,410,70.6896551724138,580,324,29.268292682926827,700,70.56451612903226,373,409,16.878507758336088,144,82,645,792,1664,47.59615384615385,54.11658653846154,217,590,36.779661016949156,561,764,73.42931937172774,292,29.435483870967744,783,70.73170731707317,428,369,15.575140556146483,206,106,528
Elon,1189,2014,29,16,13,31.06896551724138,724,45.27829893683552,52.251407129455906,1599,223,36.31921824104234,614,407,71.15384615384616,572,258,26.875,702,68.15533980582525,382,344,15.674266863506295,139,80,530,727,1643,44.24832623250152,48.99573950091297,156,468,33.333333333333336,454,667,68.06596701649175,328,31.844660194174757,702,73.125,309,329,14.522308738104067,177,68,543
Elon,1189,2015,31,13,18,22.258064516129032,719,41.29810453762206,47.472716829408384,1741,215,34.455128205128204,624,448,68.3969465648855,655,320,27.898866608544026,708,68.1424446583253,342,407,16.70634594860849,195,42,654,754,1666,45.25810324129652,51.26050420168067,200,572,34.96503496503497,493,734,67.16621253405995,331,31.857555341674686,827,72.10113339145597,376,454,18.584012836886398,196,113,615
Elon,1189,2016,30,14,16,32.96666666666667,798,44.13716814159292,51.79756637168141,1808,277,33.863080684596575,818,366,66.66666666666667,549,305,27.232142857142854,793,70.23914968999114,448,381,15.675399907840168,153,66,583,831,1853,44.846195358877495,50.29681597409606,202,572,35.31468531468531,415,619,67.04361873990307,336,29.760850310008856,815,72.76785714285714,373,340,13.791089333809262,187,124,579
Elon,1189,2017,30,16,14,34.266666666666666,775,43.959160521837774,52.07033465683494,1763,286,35.66084788029925,802,377,69.68576709796673,541,261,24.211502782931355,852,73.25881341358556,425,350,14.887028719205118,146,71,497,788,1865,42.25201072386059,48.6058981233244,237,735,32.244897959183675,351,493,71.19675456389453,311,26.741186586414443,817,75.78849721706865,332,314,13.10561287522121,178,98,540
Elon,1189,2018,30,12,18,33.233333333333334,777,43.602693602693606,52.30078563411896,1782,310,34.71444568868981,893,302,70.5607476635514,428,232,21.682242990654206,811,71.07800175284838,472,350,15.08412632740312,125,61,473,847,1912,44.29916317991632,52.45815899581589,312,841,37.098692033293695,316,451,70.06651884700665,330,28.92199824715162,838,78.31775700934578,393,299,12.40952254465768,195,89,465
ETSU,1190,2014,32,17,15,30.40625,788,42.64069264069264,49.404761904761905,1848,250,36.231884057971016,690,599,74.31761786600497,806,324,27.64505119453925,782,67.5885911840968,387,382,14.77962114646527,247,94,640,824,1855,44.42048517520216,50.889487870619945,240,736,32.608695652173914,539,776,69.45876288659794,375,32.4114088159032,848,72.35494880546075,465,453,17.09795277492602,190,119,662
ETSU,1190,2015,28,14,14,27.571428571428573,647,41.55427103403982,49.77520873474631,1557,256,36.72883787661406,697,450,72.46376811594203,621,292,29.584599797365758,647,67.04663212435233,339,359,16.39838482761141,216,71,566,663,1526,43.44692005242464,51.343381389252954,241,673,35.809806835066865,455,645,70.54263565891473,318,32.95336787564767,695,70.41540020263425,414,412,18.54352326942119,204,121,522
ETSU,1190,2016,32,21,11,33.625,858,46.104245029554,53.03600214938206,1861,258,38.16568047337278,676,465,70.24169184290031,662,322,28.67319679430098,788,68.9413823272091,392,406,15.8700376815673,208,114,647,814,1844,44.143167028199564,50.37960954446855,230,685,33.57664233576642,536,741,72.33468286099865,355,31.058617672790902,801,71.32680320569902,375,411,15.923813656510555,198,105,607
ETSU,1190,2017,32,25,7,41.09375,881,49.41110487941671,56.14133482893999,1783,240,38.21656050955414,628,545,69.78233034571063,781,307,29.892891918208374,837,72.84595300261097,475,478,18.351864365132993,275,156,651,741,1787,41.46614437604924,48.46110800223839,250,703,35.56187766714083,489,675,72.44444444444444,312,27.154046997389038,720,70.10710808179162,350,509,19.629772464327033,219,114,672
ETSU,1190,2018,32,23,9,40.59375,860,47.46136865342164,53.807947019867555,1812,230,34.74320241691843,662,428,71.33333333333333,600,316,30.531400966183575,849,72.37851662404093,463,436,17.35668789808917,232,139,590,733,1807,40.5644714997233,47.09463198671832,236,737,32.021709633649934,426,604,70.52980132450331,324,27.621483375959077,719,69.46859903381643,356,456,18.03255350448441,198,98,560
Evansville,1191,2014,31,12,19,30.64516129032258,715,45.62858966177409,49.84045947670708,1567,132,35.294117647058826,374,550,71.42857142857143,770,259,26.536885245901637,733,67.68236380424746,439,398,17.275805191422865,158,116,586,781,1745,44.75644699140401,51.088825214899714,221,619,35.70274636510501,463,657,70.47184170471841,350,32.31763619575254,717,73.46311475409836,408,376,15.601141870809268,205,142,616
Evansville,1191,2015,30,18,12,33.46666666666667,700,47.01141705842848,51.07454667562122,1489,121,34.18079096045198,354,511,74.48979591836735,686,232,26.126126126126124,713,71.37137137137137,448,392,17.95825621667186,158,109,524,704,1615,43.591331269349844,49.38080495356037,187,542,34.50184501845018,363,514,70.62256809338521,286,28.628628628628626,656,73.87387387387388,361,393,17.590503813513806,200,112,603
Evansville,1191,2016,33,24,9,41.666666666666664,847,48.84659746251442,53.37370242214533,1734,157,35.92677345537757,437,591,72.60442260442261,814,248,24.481737413622902,917,75.04091653027824,573,416,16.58586374075019,171,145,583,775,1907,40.63974829575249,45.85736759307814,199,610,32.622950819672134,413,561,73.61853832442068,305,24.95908346972177,765,75.51826258637709,394,420,16.31803064681565,190,115,694
Evansville,1191,2017,31,14,17,30.93548387096774,743,45.249695493300855,48.78197320341047,1642,116,36.94267515923567,314,535,71.1436170212766,752,277,27.13026444662096,781,72.8544776119403,404,378,16.079085278704145,159,89,632,724,1689,42.8656009473061,49.644760213143876,229,656,34.90853658536585,490,691,70.91172214182345,291,27.1455223880597,744,72.86973555337904,402,389,16.33054020923242,180,149,651
Evansville,1191,2018,30,15,15,29.4,667,43.28358208955224,48.73458792991564,1541,168,39.90498812351544,421,415,78.30188679245283,530,224,24.06015037593985,750,73.81889763779527,376,414,18.919659994516042,183,85,549,672,1586,42.37074401008827,49.716267339218156,233,678,34.365781710914455,360,525,68.57142857142857,266,26.181102362204722,707,75.93984962406014,379,415,18.593189964157705,216,128,553
F Dickinson,1192,2014,29,9,20,25.82758620689655,682,41.45896656534954,47.68996960486322,1645,205,35.042735042735046,585,423,72.06132879045997,587,312,30.32069970845481,613,61.85671039354188,301,343,15.269690332460781,192,119,617,719,1601,44.90943160524672,51.24921923797626,203,548,37.043795620437955,559,765,73.0718954248366,378,38.143289606458126,717,69.67930029154519,398,359,15.631803535661412,171,121,516
F Dickinson,1192,2015,28,7,21,22.392857142857142,643,40.44025157232704,46.509433962264154,1590,193,32.113144758735444,601,375,68.93382352941177,544,286,27.526467757459095,541,59.515951595159514,301,355,16.2518998699848,240,87,635,683,1473,46.36795655125594,52.30821452817379,175,504,34.72222222222222,528,763,69.2005242463958,368,40.484048404840486,753,72.47353224254091,375,443,19.67384932407226,179,115,498
F Dickinson,1192,2016,31,17,14,32.67741935483871,858,45.638297872340424,51.62234042553191,1880,225,36.46677471636953,617,441,69.88906497622821,631,327,28.86142983230362,700,63.98537477148081,437,403,15.738252936765809,228,78,669,811,1780,45.561797752808985,51.99438202247191,229,646,35.44891640866873,583,827,70.49576783555018,394,36.0146252285192,806,71.13857016769639,446,473,18.07495949374828,198,114,602
F Dickinson,1192,2017,29,10,19,27.620689655172413,718,43.64741641337386,49.48328267477204,1645,192,32.6530612244898,588,459,77.27272727272727,594,276,27.380952380952383,659,65.83416583416583,347,386,16.83854193931145,181,68,620,750,1641,45.703839122486286,51.76721511273613,199,579,34.369602763385146,503,722,69.66759002770083,342,34.16583416583416,732,72.61904761904762,427,395,16.782230379660785,181,75,545
F Dickinson,1192,2018,29,11,18,30.275862068965516,763,44.155092592592595,49.82638888888889,1728,196,33.910034602076124,578,386,72.55639097744361,532,314,30.30888030888031,664,64.9706457925636,368,396,16.793323381734293,189,87,531,772,1726,44.727694090382386,51.593279258400926,237,658,36.01823708206687,465,620,75.0,358,35.0293542074364,722,69.6911196911197,436,399,16.64025356576862,194,87,521
Fairfield,1193,2014,32,7,25,22.90625,697,39.76041072447234,46.03536794067313,1753,220,33.333333333333336,660,416,68.53377265238879,607,356,30.453378956372966,778,70.85610200364299,360,469,18.842303180291513,141,117,734,699,1649,42.389326864766524,47.05882352941176,154,445,34.60674157303371,688,967,71.14788004136504,320,29.143897996357016,813,69.54662104362703,339,358,14.71748996908505,243,120,606
Fairfield,1193,2015,31,7,24,21.096774193548388,614,38.91001267427123,45.18377693282636,1578,198,32.24755700325733,614,419,71.62393162393163,585,286,27.29007633587786,693,66.06291706387036,324,396,17.74670610379134,154,109,592,713,1629,43.769183548189076,48.31184775936157,148,431,34.33874709976798,467,695,67.19424460431655,356,33.93708293612965,762,72.70992366412213,381,360,15.687641624542442,204,76,550
Fairfield,1193,2016,32,19,13,35.78125,854,44.36363636363637,51.870129870129865,1925,289,36.21553884711779,798,463,73.4920634920635,630,291,25.151253241140882,822,65.65495207667732,498,421,16.04910033546813,207,132,613,876,2014,43.49553128103277,49.50347567030784,242,726,33.333333333333336,474,689,68.79535558780842,430,34.34504792332269,866,74.84874675885912,440,444,16.08019817757754,191,85,617
Fairfield,1193,2017,30,16,14,33.46666666666667,789,44.12751677852349,51.09060402684564,1788,249,33.51278600269179,743,341,68.2,500,264,24.28702851885925,817,71.729587357331,444,403,16.71505599336375,161,90,550,799,1829,43.685073810825585,49.0978676872608,198,605,32.72727272727273,395,588,67.17687074829932,322,28.270412642669008,823,75.71297148114076,368,378,15.330207809483637,193,76,521
Fairfield,1193,2018,33,17,16,33.21212121212121,881,43.852663016426085,51.393728222996515,2009,303,33.93057110862262,893,441,71.01449275362319,621,299,24.408163265306122,852,72.88280581693756,487,421,15.57390390790311,211,95,663,886,1946,45.52929085303186,52.492291880781096,271,690,39.27536231884058,506,716,70.67039106145252,317,27.11719418306245,926,75.59183673469387,422,457,16.81358626068785,198,91,597
FL Atlantic,1194,2014,30,8,22,27.666666666666668,688,41.90012180267966,47.65529841656517,1642,189,32.69896193771626,578,388,65.21008403361344,595,358,33.33333333333333,710,66.04651162790698,340,383,16.74829456008396,141,137,558,721,1677,42.993440667859275,47.674418604651166,157,466,33.69098712446352,495,695,71.22302158273381,365,33.95348837209302,716,66.66666666666666,339,327,14.157069876179754,180,96,535
FL Atlantic,1194,2015,27,7,20,21.74074074074074,608,41.55844155844156,48.22282980177717,1463,195,34.946236559139784,558,276,67.81326781326781,407,240,26.030368763557483,589,68.48837209302326,271,341,17.19547370756601,118,88,495,683,1461,46.74880219028063,49.89733059548255,92,308,29.87012987012987,384,549,69.94535519125684,271,31.51162790697675,682,73.96963123644251,278,292,14.63982031124659,174,107,431
FL Atlantic,1194,2016,31,7,24,25.70967741935484,708,40.434037692747005,46.71616219303255,1751,220,34.05572755417957,646,409,72.38938053097345,565,261,23.0565371024735,741,67.11956521739131,367,376,15.827580400740866,163,132,599,832,1824,45.6140350877193,50.05482456140351,162,458,35.37117903930131,485,688,70.49418604651163,363,32.880434782608695,871,76.9434628975265,397,354,14.270050630462123,189,137,523
FL Atlantic,1194,2017,28,8,20,26.392857142857142,691,40.551643192488264,46.009389671361504,1704,186,31.31313131313131,594,365,70.46332046332046,518,293,26.85609532538955,690,69.06906906906907,330,329,14.55159846434195,148,82,538,756,1653,45.73502722323049,51.05868118572293,176,475,37.05263157894737,412,593,69.47723440134908,309,30.930930930930934,798,73.14390467461045,326,351,15.497236105469508,172,92,482
FL Atlantic,1194,2018,28,9,19,28.107142857142858,673,39.3107476635514,43.83761682242991,1712,155,31.82751540041068,487,366,73.79032258064517,496,319,28.63554757630162,743,72.48780487804878,324,361,15.755660690281248,147,111,516,731,1661,44.00963275135461,49.18723660445515,172,523,32.88718929254302,379,542,69.92619926199262,282,27.512195121951223,795,71.36445242369838,340,327,14.686859976285438,189,82,435
FL Gulf Coast,1195,2014,32,20,12,34.59375,835,46.388888888888886,51.24999999999999,1800,175,31.876138433515482,549,455,68.83509833585477,661,323,30.102516309412863,844,71.34404057480981,398,417,16.627855046573945,183,112,575,765,1832,41.75764192139738,47.73471615720524,219,643,34.05909797822706,421,636,66.19496855345912,339,28.65595942519019,750,69.89748369058714,359,406,16.124932481809804,203,83,586
FL Gulf Coast,1195,2015,29,19,10,35.172413793103445,711,42.882991556091675,48.009650180940895,1658,170,33.93213572854292,501,374,67.7536231884058,552,361,34.644913627639156,738,67.58241758241759,396,340,15.172610760058546,165,114,505,655,1648,39.74514563106796,44.842233009708735,168,577,29.116117850953206,387,574,67.42160278745645,354,32.417582417582416,681,65.35508637236084,296,326,14.641419948260994,171,78,509
FL Gulf Coast,1195,2016,29,16,13,39.06896551724138,818,46.95752009184845,51.17680826636051,1742,147,34.588235294117645,425,409,64.51104100946372,634,332,31.5289648622982,811,72.5402504472272,374,348,14.689990544373902,178,117,569,739,1743,42.39816408491107,48.07802639127941,198,640,30.9375,437,629,69.47535771065183,307,27.45974955277281,721,68.4710351377018,349,335,14.226502913248057,192,96,548
FL Gulf Coast,1195,2017,30,23,7,39.666666666666664,847,48.65020103388857,54.04939689833429,1741,188,33.935018050541515,554,411,69.54314720812182,591,339,34.48626653102747,769,70.48579285059579,420,370,15.604966596936364,158,101,568,746,1730,43.12138728323699,49.07514450867052,206,656,31.402439024390244,413,602,68.6046511627907,322,29.514207149404214,644,65.51373346897253,367,355,15.107154407884657,177,86,533
FL Gulf Coast,1195,2018,31,20,11,42.32258064516129,921,49.59612277867528,55.54658050619279,1857,221,37.33108108108108,592,463,74.43729903536978,622,324,31.858407079646017,842,73.28111401218452,458,440,17.116093796194004,218,84,576,806,1850,43.567567567567565,50.16216216216216,244,714,34.173669467787114,422,630,66.98412698412699,307,26.718885987815494,693,68.14159292035397,412,430,16.815266697950886,217,90,564
Florida,1196,2014,34,32,2,36.0,829,46.20958751393534,52.70345596432553,1794,233,36.808846761453395,633,514,66.0668380462725,778,397,35.765765765765764,816,70.83333333333334,454,385,15.269779321942472,245,97,551,697,1747,39.89696622781912,45.13451631368059,183,550,33.27272727272727,393,570,68.94736842105263,336,29.166666666666668,713,64.23423423423424,327,475,19.208993853121967,192,103,658
Florida,1196,2015,33,16,17,31.21212121212121,766,43.44866704480998,49.631310266591036,1763,218,32.34421364985163,674,351,63.47197106690778,553,348,31.665150136487718,747,70.87286527514232,431,409,16.933574019177584,228,118,558,674,1649,40.87325651910248,46.02789569436022,170,519,32.75529865125241,464,623,74.47833065810593,307,29.127134724857683,751,68.33484986351228,348,452,19.03061740038398,182,130,521
Florida,1196,2016,33,19,14,34.303030303030305,838,42.17413185707096,47.93658782083543,1987,229,31.19891008174387,734,524,64.29447852760737,815,434,32.95368261199697,890,70.41139240506328,431,377,13.847057959303607,209,147,647,790,1931,40.91144484722941,46.349041947177625,210,608,34.53947368421053,473,703,67.28307254623044,374,29.58860759493671,883,67.04631738800305,382,427,16.008577898414888,178,120,682
Florida,1196,2017,32,24,8,38.0625,851,44.95509772847332,51.50554675118859,1893,248,36.2043795620438,685,555,72.64397905759162,764,370,31.869078380706288,825,70.75471698113208,404,378,14.498534804154714,242,155,595,754,1848,40.8008658008658,45.64393939393939,179,583,30.703259005145796,443,627,70.65390749601276,341,29.245283018867923,791,68.13092161929372,306,480,18.43402921793631,174,94,669
Florida,1196,2018,32,20,12,36.3125,841,43.41765616933402,50.955085183273106,1937,292,37.53213367609254,778,460,71.875,640,345,28.967254408060455,779,69.12156166814552,415,314,12.398325831161653,221,151,552,787,1835,42.88828337874659,48.88283378746594,220,616,35.714285714285715,428,581,73.66609294320138,348,30.87843833185448,846,71.03274559193954,367,444,17.51728056055298,140,97,574
Florida A&M,1197,2014,30,12,18,25.3,735,39.26282051282051,44.41773504273504,1872,193,32.32830820770519,597,414,65.19685039370079,635,445,35.57154276578737,717,64.18979409131602,320,440,16.979239021378405,216,124,728,715,1662,43.02045728038508,47.773766546329725,158,481,32.84823284823285,631,935,67.48663101604278,400,35.810205908683976,806,64.42845723421263,371,445,17.66994917407878,214,142,551
Florida A&M,1197,2015,29,2,27,12.620689655172415,560,37.333333333333336,41.3,1500,119,28.26603325415677,421,368,64.90299823633157,567,281,26.838586437440306,633,64.52599388379205,241,415,19.173196333530456,143,62,518,766,1633,46.90753214941825,53.52112676056338,216,615,35.1219512195122,367,570,64.3859649122807,348,35.47400611620795,766,73.1614135625597,454,352,15.743805349315679,206,106,519
Florida A&M,1197,2016,27,6,21,16.333333333333332,582,39.48439620081411,44.81004070556309,1474,157,30.36750483558994,517,369,58.945686900958464,626,262,25.36302032913843,661,68.78251821019771,291,438,20.02340635628863,173,59,524,695,1564,44.43734015345269,50.25575447570333,182,547,33.272394881170015,417,602,69.26910299003322,300,31.21748178980229,771,74.63697967086156,321,395,17.761749734697915,211,83,544
Florida A&M,1197,2017,28,5,23,24.714285714285715,690,41.46634615384615,46.51442307692308,1664,168,33.93939393939394,495,411,65.76,625,288,26.25341841385597,674,65.31007751937985,343,373,16.133217993079583,167,91,528,781,1706,45.77960140679953,53.223915592028135,254,703,36.13086770981508,396,579,68.39378238341969,358,34.689922480620154,809,73.74658158614403,409,382,16.30555413273233,183,81,564
Florida A&M,1197,2018,33,8,25,23.303030303030305,803,41.8011452368558,47.24102030192608,1921,209,35.12605042016807,595,451,73.21428571428571,616,335,27.64026402640264,722,63.33333333333333,359,456,17.220283681515387,185,104,598,940,1973,47.6431829700963,53.64926507856057,237,681,34.801762114537446,508,715,71.04895104895105,418,36.666666666666664,877,72.35973597359737,466,437,16.03905160390516,205,109,571
Florida Intl,1198,2014,28,13,15,28.357142857142858,660,43.91217564870259,48.469727212242184,1503,137,31.27853881278539,438,434,67.28682170542636,645,319,33.229166666666664,666,66.26865671641791,288,385,17.727230868404085,191,109,509,708,1605,44.11214953271028,49.40809968847352,170,507,33.53057199211045,412,602,68.43853820598007,339,33.731343283582085,641,66.77083333333333,386,343,15.500162683923213,169,107,519
Florida Intl,1198,2015,31,14,17,27.35483870967742,698,43.706950532247966,48.15278647463995,1597,142,31.277533039647576,454,384,64.321608040201,597,295,28.978388998035363,756,68.10810810810811,334,463,19.933869495582687,202,138,571,712,1717,41.46767617938264,47.96156086196855,223,662,33.685800604229605,416,629,66.13672496025437,354,31.891891891891895,723,71.02161100196463,413,393,16.465836531532286,242,118,523
Florida Intl,1198,2016,30,11,19,35.266666666666666,783,46.80215182307232,51.97250448296473,1673,173,36.808510638297875,470,400,67.22689075630252,595,310,30.784508440913605,806,70.57793345008757,357,394,16.91858467880453,144,137,573,745,1784,41.76008968609865,48.06614349775785,225,681,33.03964757709251,437,636,68.71069182389937,336,29.422066549912433,697,69.21549155908639,396,288,12.245731002108986,182,98,529
Florida Intl,1198,2017,29,5,24,29.413793103448278,744,44.68468468468468,49.669669669669666,1665,166,32.358674463937625,513,359,75.57894736842105,475,289,29.732510288065843,680,71.95767195767195,320,378,16.785079928952044,170,65,542,760,1618,46.97156983930779,53.21384425216317,202,557,36.26570915619389,431,593,72.68128161888701,265,28.04232804232804,683,70.26748971193416,402,331,14.97791775267883,191,115,458
Florida Intl,1198,2018,29,11,18,29.344827586206897,734,42.11130235226621,47.16006884681583,1743,176,31.316725978647685,562,392,61.63522012578616,636,296,25.82897033158813,757,72.57909875359539,335,325,13.842510562900367,215,92,530,739,1679,44.01429422275164,50.53603335318642,219,649,33.7442218798151,406,584,69.52054794520548,286,27.4209012464046,850,74.17102966841188,400,412,17.547147310857085,144,109,502
Florida St,1199,2014,32,19,13,32.96875,778,46.47550776583034,51.40382317801673,1674,165,36.91275167785235,447,532,72.28260869565217,736,348,34.66135458167331,763,63.79598662207358,350,447,18.28340504900116,191,172,579,727,1824,39.85745614035088,45.25767543859649,197,608,32.401315789473685,456,666,68.46846846846847,433,36.20401337792642,656,65.33864541832669,362,405,16.058428890897844,210,122,645
Florida St,1199,2015,33,17,16,28.727272727272727,764,45.74850299401198,50.1497005988024,1670,147,31.27659574468085,470,524,66.9220945083014,783,328,31.81377303588749,781,68.09067131647777,380,478,19.17737871712163,181,157,612,766,1825,41.97260273972603,47.26027397260274,193,594,32.49158249158249,485,692,70.08670520231213,366,31.909328683522233,703,68.18622696411252,395,393,15.579905489835399,205,85,670
Florida St,1199,2016,32,19,13,37.34375,894,46.58676393955185,52.162584679520585,1919,214,34.6839546191248,617,497,68.93203883495146,721,367,32.88530465949821,814,71.34092900964066,425,418,15.748387485683285,230,132,623,823,1864,44.152360515021456,50.72424892703863,245,684,35.8187134502924,470,690,68.1159420289855,327,28.659070990359336,749,67.1146953405018,413,440,16.87375364319681,172,99,625
Florida St,1199,2017,33,25,8,43.84848484848485,982,48.326771653543304,53.91240157480315,2032,227,35.63579277864992,637,530,69.19060052219321,766,389,34.033245844269466,856,69.59349593495935,485,390,14.13535142658316,243,168,641,798,1936,41.21900826446281,47.417355371900825,240,698,34.383954154727796,516,723,71.36929460580913,374,30.40650406504065,754,65.96675415573053,386,474,17.374602290221837,166,100,647
Florida St,1199,2018,31,20,11,41.935483870967744,907,47.41244119184527,53.89440669106116,1913,248,35.12747875354108,706,473,68.45151953690304,691,363,33.15068493150685,816,69.9228791773779,473,403,15.38144455809835,208,160,567,809,1923,42.06968278731149,48.90795631825273,263,723,36.376210235131396,428,590,72.54237288135593,351,30.077120822622106,732,66.84931506849315,398,437,16.681936173461597,182,92,583
Fordham,1200,2014,31,10,21,29.806451612903224,764,39.34088568486097,45.005149330587024,1942,220,30.598052851182196,719,476,73.34360554699538,649,448,35.35911602209944,704,64.40988106129917,379,353,13.67920141364665,207,126,616,829,1793,46.235359732292245,52.48187395426659,224,628,35.6687898089172,537,759,70.75098814229248,389,35.59011893870082,819,64.64088397790056,458,387,15.394039682413405,202,106,591
Fordham,1200,2015,30,9,21,29.366666666666667,677,41.30567419158023,46.67480170835876,1639,176,29.83050847457627,590,391,72.14022140221402,542,351,33.42857142857143,721,70.54794520547945,368,443,19.09087774943115,203,117,567,707,1610,43.91304347826087,50.15527950310559,201,589,34.125636672325975,452,671,67.36214605067065,301,29.45205479452055,699,66.57142857142857,379,374,16.40897843140696,225,94,502
Fordham,1200,2016,29,16,13,35.93103448275862,728,44.47159437996335,51.34392180818571,1637,225,34.45635528330781,653,383,68.63799283154121,558,302,30.35175879396985,699,73.50157728706624,448,402,17.596694272757514,241,110,576,681,1521,44.773175542406314,51.24917817225509,197,595,33.109243697478995,443,626,70.7667731629393,252,26.498422712933756,693,69.64824120603015,427,445,19.853308587336713,189,86,532
Fordham,1200,2017,31,12,19,27.161290322580644,702,41.07665301345816,48.42012873025161,1709,251,33.15719947159842,757,334,73.08533916849015,457,253,23.513011152416357,630,68.9277899343545,404,410,17.671804420537224,303,90,595,702,1526,46.00262123197903,53.01441677588466,214,593,36.08768971332209,474,664,71.3855421686747,284,31.072210065645518,823,76.48698884758365,466,537,22.800998658265257,204,113,504
Fordham,1200,2018,31,9,22,27.29032258064516,692,41.19047619047619,47.94642857142858,1680,227,28.843710292249046,787,320,70.79646017699115,452,199,18.82686849574267,685,67.15686274509804,419,386,17.042845537070395,283,74,491,806,1738,46.37514384349827,52.27272727272727,205,584,35.102739726027394,362,528,68.56060606060606,335,32.84313725490196,858,81.17313150425733,496,440,18.254837531945967,179,100,455
Fresno St,1201,2014,31,15,16,31.258064516129032,745,42.620137299771166,49.54233409610984,1748,242,36.01190476190476,672,491,72.31222385861561,679,285,25.76853526220615,736,67.95937211449676,374,293,12.522651895920948,193,120,606,777,1737,44.73229706390328,50.086355785837654,186,580,32.06896551724138,514,752,68.35106382978724,347,32.040627885503234,821,74.23146473779386,420,342,14.19157800388401,136,99,554
Fresno St,1201,2015,30,13,17,25.8,657,41.900510204081634,47.130102040816325,1568,164,31.297709923664122,524,422,69.29392446633825,609,258,25.92964824120603,666,67.3407482305359,295,334,15.391988792420136,224,106,619,675,1549,43.57650096836669,49.386701097482245,180,517,34.81624758220503,476,686,69.38775510204081,323,32.659251769464106,737,74.07035175879398,364,393,17.514617798060467,163,96,527
Fresno St,1201,2016,32,23,9,35.875,836,43.04840370751802,48.22348094747683,1942,201,34.30034129692833,586,515,69.5945945945946,740,366,30.272952853598017,819,70.97053726169844,418,340,13.038809633379353,261,119,712,741,1764,42.006802721088434,48.46938775510204,228,694,32.85302593659942,567,819,69.23076923076923,335,29.02946273830156,843,69.72704714640199,398,473,18.210798657097975,140,104,648
Fresno St,1201,2017,30,18,12,33.233333333333334,768,45.12338425381903,50.82256169212691,1702,194,35.33697632058288,549,469,67.8726483357453,691,285,27.45664739884393,773,72.71872060206962,369,401,16.659465567668175,248,111,663,691,1645,42.006079027355625,48.358662613981764,209,628,33.28025477707006,537,754,71.22015915119363,290,27.281279397930387,753,72.54335260115607,378,439,18.172335000165578,181,93,611
Fresno St,1201,2018,30,19,11,35.36666666666667,810,48.50299401197605,54.461077844311376,1670,199,39.01960784313726,510,451,70.24922118380063,642,258,26.625386996904027,740,75.43323139653415,373,360,15.567702207154225,193,98,592,703,1623,43.31484904497844,49.599507085643864,204,555,36.75675675675676,470,633,74.24960505529226,241,24.566768603465853,711,73.37461300309597,356,390,17.019271051529117,150,92,603
Furman,1202,2014,27,7,20,20.555555555555557,596,43.791329904482,48.8243938280676,1361,137,32.38770685579196,423,378,68.35443037974683,553,227,26.487747957992998,591,65.08810572687224,245,368,18.658229901841487,124,80,448,724,1566,46.23243933588761,52.522349936143044,197,533,36.96060037523452,333,468,71.15384615384616,317,34.91189427312775,630,73.51225204200699,377,283,13.771825667179257,192,93,500
Furman,1202,2015,31,9,22,21.677419354838708,648,42.51968503937008,49.0485564304462,1524,199,32.892561983471076,605,449,66.71619613670134,673,293,29.417670682730922,690,67.71344455348381,305,414,18.530786170841314,161,89,558,772,1681,45.92504461629982,52.260559190957764,213,592,35.979729729729726,407,614,66.28664495114006,329,32.28655544651619,703,70.58232931726907,432,324,14.240756694034706,218,121,573
